"FilingID","ReferenceID","CIK"
1965162,241473,1298070
1970707,395089,2056831
1970707,395090,2056224
1960913,270708,1568270
1960913,270709,1631886
1960913,286111,1637390
1954706,119765,1483503
1942106,249577,1279010
1942106,249579,1279012
1942106,249580,1086431
1942106,249583,819684
1942106,249583,867836
1942106,249584,1086433
1942106,249590,1056508
1942106,249591,34985
1942106,249591,1645767
1930631,309508,777917
1930631,309512,1316541
1966549,125407,1853380
1966549,125410,1695329
1966549,125413,1852758
1966549,125414,1616081
1966549,157705,1697733
1966549,205821,1853382
1966549,262023,1853383
1966549,284407,1853385
1966549,284410,1846021
1966549,284411,1853431
1951249,269758,1780886
1938438,295974,1832824
1941729,314340,1876942
1948910,370699,890203
1936381,115523,1578976
1936381,115526,1614061
1936381,145806,1637300
1936381,220119,1688326
1936381,283278,1778071
1936381,344224,1931056
1964281,359455,1976758
1967800,304209,1868862
1937879,110613,1082463
1967417,130053,1448561
1967417,172395,1598007
1967417,207183,1640952
1967417,223645,1672997
1967417,266459,1743360
1956879,232892,1493921
1956879,232893,1550304
1956879,232894,1640275
1956879,233410,1716993
1956879,302854,1813308
1956879,303830,1813428
1956879,325159,1873969
1956879,325160,1882018
1956879,346488,1931081
1956879,346489,1931082
1956879,346490,1906950
1956879,348033,1922439
1956879,348035,1954516
1956879,387902,1929852
1956886,290907,1493921
1956886,290908,1550304
1956886,290909,1640275
1956886,290910,1716997
1956886,291004,1716993
1956886,303831,1813428
1956886,323287,1873969
1956886,323342,1882018
1956886,346495,1931081
1956886,346496,1931082
1956886,346498,1906950
1956886,346499,1922439
1956886,347633,1954516
1956886,387903,1929852
1956918,338316,1813308
1956918,338317,1716993
1956918,338323,1493921
1956918,338325,1550304
1956918,338326,1640275
1956918,338327,1716997
1956918,338329,1813428
1956918,338330,1882018
1956918,338331,1873969
1956918,338469,1906950
1956918,338470,1922439
1956918,338478,1931082
1956918,348039,1954516
1956918,387907,1929852
1956933,362216,1931081
1956933,362217,1922439
1956933,362218,1931082
1956933,362219,1813308
1956933,362220,1716997
1956933,362221,1716993
1956933,362222,1640275
1956933,362223,1493921
1956933,362224,1813428
1956933,362225,1873969
1956933,362226,1882018
1956933,362227,1906950
1956933,362229,1954516
1956933,362231,1550304
1956933,387912,1929852
1954687,221969,1680268
1955092,234192,1721072
1955092,318015,1849841
1953632,215314,1506300
1954677,337982,1941233
1951973,299792,1631473
1951973,317003,1876515
1951973,371480,1998828
1952627,336836,1839918
1952627,336837,1839896
1952627,336839,1854712
1952627,336843,1834413
1952627,344007,1962305
1968123,265691,938772
1968123,265693,1304145
1968123,265695,1304143
1968123,265710,1376503
1968123,265723,1022437
1968123,265726,1179124
1968123,265732,1376501
1963205,201666,1629869
1961725,201866,1629869
1953700,124229,1309613
1953700,124451,1056108
1953700,124502,1423570
1953700,162366,1650392
1953700,326106,1505708
1954757,79688,1505708
1954757,230901,1056108
1954757,230904,1423570
1954757,230905,1309613
1954757,244786,1544935
1954757,258488,1650392
1960068,234242,1686176
1960493,350606,945425
1949714,250941,1569369
1949714,336499,1577774
1968134,250518,1342939
1971044,350808,945425
1956129,234677,1704506
1936191,106087,1025890
1936191,106093,1419653
1936191,106101,1598147
1936191,112736,1573227
1942575,236003,1704533
1942575,277817,1781545
1942575,346624,1895276
1951570,334359,1802695
1939724,220507,1912295
1939724,220518,1912294
1959190,252686,9015
1959190,252689,1606779
1959190,252690,1568131
1959190,252692,225602
1959190,252692,1306394
1959190,252694,924777
1959190,257787,1624302
1959190,277777,930012
1959190,277780,1898590
1959190,277781,1103653
1952253,275500,61916
1952253,275502,1073894
1952253,275503,1343498
1952253,275509,1528732
1952253,275510,1230788
1952253,275511,1725946
1952253,275513,1553998
1952253,275514,1034182
1952253,275515,928047
1952253,346862,1727416
1952253,351356,108688
1952253,389681,1254859
1952253,390012,1320616
1948655,307227,1815759
1948655,315391,1858350
1951129,321318,887793
1936667,279131,1778664
1936667,325583,1861396
1965573,130367,1501937
1965573,130385,1501934
1965573,130388,1501928
1965573,130395,1501947
1965573,130400,1685549
1965573,138145,1845461
1965573,169079,1611145
1965573,203108,1627898
1965573,298972,1837746
1965573,372884,1959102
1939296,348377,1581251
1939296,348379,1581450
1942055,336508,1577774
1969225,130325,1543818
1969225,130335,1500597
1951339,251164,200765
1951339,302339,1811948
1951339,302340,1811945
1951339,365977,1980316
1969272,271016,1611941
1969272,271017,1695811
1951319,311248,1103083
1951319,311248,1450698
1951319,311249,1572095
1951319,311251,1450709
1951319,311251,1315511
1966340,370491,1970403
1948986,381215,1093589
1948986,381216,1845254
1948986,381221,1224324
1948986,381222,1329883
1948986,390425,1765768
1952789,292297,1473517
1952789,292300,1494443
1952789,292301,1373442
1963676,111383,1602744
1963676,111384,1527715
1963676,170029,1619506
1963676,259661,1734820
1963676,326281,1909691
1963676,390181,2036445
1972345,381675,1653176
1972345,381677,1724473
1972345,381678,1881986
1972345,381679,1813843
1970913,335570,1772255
1970913,335574,1878768
1970913,354723,1919587
1967154,248079,1735070
1953687,238782,1388403
1953687,238782,1388403
1953687,238785,1559921
1953687,238785,1559921
1953687,238787,1034551
1953687,238787,1034551
1953687,238788,106614
1953687,238788,106614
1953687,238792,1415064
1953687,238792,1415064
1953687,238793,1579406
1953687,238793,1579406
1953687,238798,1654470
1953687,238798,1654470
1953687,238800,290336
1953687,238800,290336
1953687,238802,108069
1953687,238802,108069
1953687,238802,108069
1953687,238802,108069
1953687,238804,1002197
1953687,238804,1002197
1953687,238808,1006249
1953687,238808,1006249
1953687,238810,1559920
1953687,238810,1559920
1953687,238812,1388402
1953687,238812,1388402
1953687,238816,913414
1953687,238816,913414
1953687,238819,1322981
1953687,238819,1322981
1953687,238820,1461626
1953687,238820,1461626
1953687,238821,1559919
1953687,238821,1559919
1953687,238826,1388401
1953687,238826,1388401
1953687,238827,108928
1953687,238827,108928
1953687,238828,1528987
1953687,238828,1528987
1953687,238832,1549649
1953687,238832,1549649
1953687,238840,1579407
1953687,238840,1579407
1953687,299064,1512562
1953687,299064,1512562
1961271,114578,1600189
1961271,169926,1613048
1961271,259551,1741044
1961271,302450,1811985
1961271,322846,1858774
1961271,342847,1929734
1949514,318310,1899480
1933669,373483,1796298
1963013,194100,5656707
1938557,272942,1230440
1938557,272943,71110
1938557,272945,1469000
1957559,364013,1825606
1947091,129517,1407646
1947091,144948,1557181
1952843,200894,1577619
1952843,201174,1536140
1952843,316430,941620
1952843,316437,898427
1952843,316439,1572311
1952843,364811,1972748
1949961,124218,893709
1956468,314675,1806497
1956468,346638,1859628
1952359,307220,1646598
1940168,311242,1866487
1959063,334270,751929
1959063,334271,1445614
1959063,334272,1396281
1959063,334273,1071204
1959063,334274,896339
1959063,334275,1435535
1959063,334277,96600
1959063,334278,1280875
1959063,334279,919478
1959063,334280,1068941
1959063,334281,1616094
1959063,334282,756103
1959063,334283,1104979
1959063,334284,1108328
1959063,334285,1623787
1955426,123985,1547399
1955426,144693,1552638
1955426,169105,1630529
1956861,191191,1493921
1956861,191192,1550304
1956861,242457,1716997
1956861,242458,1716993
1956861,302822,1813308
1956861,303824,1813428
1956861,325157,1873969
1956861,325158,1882018
1956861,346462,1931081
1956861,346464,1931082
1956861,346486,1906950
1956861,346487,1922439
1956861,348030,1954516
1956861,387899,1929852
1935862,270651,1774043
1935862,270841,1735804
1935862,276188,1824569
1935862,276189,1582384
1935862,376992,1905615
1956148,368174,1159311
1971012,221969,1680268
1961580,115893,1407941
1961580,115933,1554027
1961580,115937,1554026
1961580,115970,1253995
1953362,232407,1056108
1953362,342400,1505708
1968400,379451,1156269
1956467,292693,1704506
1955387,211644,1646298
1953388,125886,1681822
1958455,246670,1728794
1958151,129969,741611
1958151,129969,928121
1958151,129969,1173475
1958151,129969,1363391
1958151,129982,782124
1958151,129982,1362244
1958151,130074,1099485
1963978,144149,1714765
1963978,219577,1795487
1966629,304318,1540157
1966629,304322,1838789
1966629,304323,1839126
1966629,392200,1512891
1966669,336232,1803274
1952498,209880,102909
1952498,209939,1811242
1952498,302071,1680208
1952498,302073,1550100
1952498,351374,1816678
1952498,351382,1816749
1952498,368384,1114858
1953159,211285,1114858
1953159,211286,102909
1953159,211287,1811242
1953159,211288,1680208
1953159,211289,1550100
1953159,301871,1816678
1953159,302300,1816312
1963064,295798,1927544
1955614,233262,102909
1955614,233263,1811242
1955614,233264,1550100
1955614,233265,1680208
1955614,233266,1816749
1955614,351396,1816312
1955614,351423,1114858
1953748,117855,1554475
1954138,125698,1293949
1954138,125703,1460207
1941451,351323,1944196
1944951,370388,1999224
1944951,370390,1999226
1959187,250835,9015
1959187,250836,225602
1959187,250836,1306394
1959187,250837,930012
1959187,250843,1568131
1959187,250844,1624302
1959187,250862,924777
1959187,277471,1898590
1959187,277472,1103653
1963116,231565,1736669
1963116,231566,1549520
1963116,231567,792326
1963116,231568,1019677
1963116,231569,1675696
1963116,231570,1728531
1963116,231574,1496894
1963116,231577,1666792
1963116,231589,1596444
1963116,231599,1593800
1963116,231600,1325447
1963116,231601,1466125
1963116,231603,1539503
1963116,231605,1362495
1963116,231607,1678092
1963116,231968,1845724
1963116,240576,1456075
1963116,259573,1739441
1963116,286334,1812870
1963116,327267,1094466
1959184,117576,9015
1959184,117596,930012
1959184,250728,1568131
1959184,250824,1606779
1959184,257750,1624302
1959184,277347,1898590
1959184,277348,1103653
1959184,277349,924777
1959174,164575,9015
1959174,164576,930012
1959174,164578,225602
1959174,164578,1306394
1959174,164579,924777
1959174,224675,1606779
1959174,224682,1624302
1959174,257710,1568131
1959174,277662,1898590
1959174,277663,1103653
1972238,249876,1651673
1936388,386147,1595951
1949602,357310,1982313
1949602,357312,1536061
1949602,357313,1536059
1949602,357314,1624459
1949602,357315,1745366
1969805,354725,1890039
1965032,156274,810972
1965032,156274,9211
1942894,125180,1423574
1942894,125186,1600213
1966369,243591,1711145
1966369,310330,1783555
1966369,310332,1874872
1966369,374621,1988339
1966369,390813,2054580
1944381,294638,1599854
1944362,164837,1496201
1954702,116648,1483503
1951344,121610,1853380
1951344,121611,1695329
1951344,121613,1852758
1951344,121614,1616081
1951344,159664,1697733
1951344,207814,1853382
1951344,264612,1853383
1951344,284121,1853385
1951344,284123,1846021
1951344,284124,1853431
1965242,213948,1807878
1960092,290877,1805016
1955800,286052,1786618
1942882,294817,315043
1933333,202092,1752269
1933333,202348,1752270
1933333,315760,1752405
1951597,120745,1665738
1951597,120747,1665737
1952922,114655,1707096
1952922,114662,1546790
1966571,313633,1866348
1965723,390607,1595951
1965151,241302,1298070
1965275,339006,1905894
1962096,294083,1829105
1959472,126018,1670058
1967488,118837,1422519
1967488,141245,1534975
1963817,121445,1500598
1963817,121446,1500599
1963817,121447,1500595
1963817,121479,1546196
1963817,121480,1497523
1963817,121482,1500596
1963817,121483,1537345
1963817,121484,1546195
1963817,147787,1547838
1963817,174748,1611734
1963817,174750,1611737
1963817,207203,1533830
1963817,222728,1678016
1963817,222731,1678001
1963817,282252,1764546
1963817,282253,1800954
1963817,323439,1853995
1963817,323443,1894972
1963817,323446,1894881
1963817,390180,2027874
1963817,390200,2028060
1972424,364700,1949246
1972424,364702,1949249
1972424,364703,1949234
1972424,364704,1943082
1971919,289786,1438071
1959553,124463,1400249
1959553,124467,1508053
1959553,124469,1508051
1959553,124474,1400241
1959553,172568,1724575
1959553,220182,1725004
1959553,238123,1724957
1959553,238126,1860060
1959553,260662,1780951
1959553,260674,1826217
1959553,265276,1768987
1959553,302315,1805917
1959553,302318,1860059
1959553,303400,1825940
1959553,322859,1918830
1959553,371197,2001172
1959553,371215,2005496
1959553,388541,2015179
1959553,388543,2017280
1959553,388544,2033562
1959553,388545,2006683
1967701,226997,1332638
1971302,122771,1666572
1963866,199522,1332638
1953686,129502,1050459
1953686,129502,1050459
1953686,238400,1388403
1953686,238400,1388403
1953686,238402,1559921
1953686,238402,1559921
1953686,238403,1034551
1953686,238403,1034551
1953686,238404,106614
1953686,238404,106614
1953686,238406,1415064
1953686,238406,1415064
1953686,238407,1579406
1953686,238407,1579406
1953686,238410,1654470
1953686,238410,1654470
1953686,238411,290336
1953686,238411,290336
1953686,238412,108069
1953686,238412,108069
1953686,238412,108069
1953686,238412,108069
1953686,238414,1002197
1953686,238414,1002197
1953686,238416,1006249
1953686,238416,1006249
1953686,238417,1559920
1953686,238417,1559920
1953686,238418,1388402
1953686,238418,1388402
1953686,238420,913414
1953686,238420,913414
1953686,238421,1322981
1953686,238421,1322981
1953686,238422,1461626
1953686,238422,1461626
1953686,238423,1559919
1953686,238423,1559919
1953686,238426,108928
1953686,238426,108928
1953686,238427,1528987
1953686,238427,1528987
1953686,238429,1549649
1953686,238429,1549649
1953686,238434,1579407
1953686,238434,1579407
1953686,299069,1512562
1953686,299069,1512562
1947287,131225,1361476
1971022,350613,945425
1971022,350617,945425
1953435,331878,1897466
1953435,331879,1897507
1941549,242654,1575280
1941549,389453,1121477
1961928,390381,1783644
1930824,241394,1597423
1942113,317227,34985
1942113,317227,1645767
1942113,317228,1086433
1942113,317229,1086431
1942113,317230,819684
1942113,317230,867836
1942113,317232,1279010
1942113,317235,1279012
1942113,317240,1056508
1962733,365423,1643270
1969852,325959,1038001
1969852,325992,946754
1969852,325997,1099635
1969852,325997,799091
1969852,326004,729057
1969852,326009,1730802
1964641,354474,1806498
1964641,354961,1806497
1952139,112532,1888146
1952139,112533,1591048
1952139,173538,1594675
1952139,222497,1671010
1952139,284976,1776249
1956781,136778,1493921
1956781,205719,1640275
1956781,242504,1716997
1956781,242507,1716993
1956781,302795,1813308
1956781,303823,1813428
1956781,325140,1873969
1956781,325141,1882018
1956781,346434,1931081
1956781,346437,1931082
1956781,346439,1906950
1956781,346440,1922439
1956781,348028,1954516
1956781,387895,1929852
1935863,308802,1855502
1935863,376988,1831423
1935879,109831,1354727
1935879,109833,1456587
1935879,109835,1456589
1935879,158921,1619298
1935879,169099,1716490
1935879,220150,1777654
1935879,220152,1777652
1958779,345704,1159311
1956448,368582,1159311
1970770,303825,1737578
1970770,303827,1805228
1972077,383205,912938
1972852,271720,1864553
1972852,352930,1958927
1972852,352932,1961408
1947577,307134,1834413
1947577,307135,1854712
1947577,307141,1839896
1947577,343633,1962305
1947577,344243,1872385
1939774,335557,1674712
1969204,288630,1780858
1969204,303822,1809497
1948940,343611,1750585
1960416,388644,2039633
1964109,381714,1714765
1964109,381721,1795487
1968128,347380,1724517
1953575,270448,741611
1953575,270448,928121
1953575,270448,1173475
1953575,270448,1363391
1953575,270454,1099485
1953575,303230,782124
1953575,303230,1362244
1953575,303232,919185
1953575,369964,1362941
1950931,116961,1649997
1950931,116962,1522186
1950931,177466,1609555
1950931,218729,1678094
1950931,317209,1842983
1950931,317210,1846176
1955234,296085,1728801
1957160,111230,1684985
1957160,207190,1646693
1957160,254531,1755289
1957160,370724,1958281
1942409,378515,1988412
1964614,228286,1691437
1964614,242636,1725307
1964614,302295,1808116
1964614,314257,187336
1955688,119393,1615815
1955688,126950,1615816
1955688,144765,1774259
1970074,307279,1840642
1962081,247374,1736043
1962081,281564,1792497
1962081,345236,1909704
1947935,112550,1707096
1961356,310785,1864082
1964954,240627,1718679
1964954,240630,1718682
1964954,240638,1718696
1950521,310643,1686305
1964795,108397,1449662
1963370,290870,1812881
1963370,304741,1828124
1963370,319285,1884057
1963370,368028,1929317
1959516,164283,1670058
1945800,352463,1577774
1945800,352469,1569369
1969365,373578,1979754
1966291,120654,1787868
1966291,120656,1787870
1966291,120657,1787892
1966291,142554,1787887
1966291,207385,1787878
1966291,258146,1787874
1973212,252686,9015
1973212,252689,1606779
1973212,252690,1568131
1973212,252692,225602
1973212,252692,1306394
1973212,252694,924777
1973212,257787,1624302
1973212,277777,930012
1973212,277780,1898590
1973212,277781,1103653
1970060,380852,2019137
1970060,382255,2031820
1967351,328232,1869629
1957906,272661,73076
1962137,115037,1444112
1962137,115038,1305243
1962137,115042,1305238
1962137,115044,1444116
1962137,115046,1495383
1962137,158189,1615982
1962137,172340,1614686
1962137,174633,1305240
1962137,174637,1444117
1962137,174639,1495385
1962137,208616,1602263
1962137,262149,1738053
1973984,115037,1444112
1973984,115038,1305243
1973984,115042,1305238
1973984,115044,1444116
1973984,115046,1495383
1973984,158189,1615982
1973984,172340,1614686
1973984,174633,1305240
1973984,174637,1444117
1973984,174639,1495385
1973984,208616,1602263
1973984,262149,1738053
1951022,253572,1550422
1947610,253686,1456589
1947610,253687,1619298
1947610,253688,1716490
1947610,283237,1777652
1947610,283238,1777654
1938489,112124,20430
1938489,113524,205021
1938489,113525,1824864
1938489,113527,1088928
1938489,113529,1224696
1938489,113530,1128452
1938489,114388,870481
1938489,114390,102786
1938489,114391,1202045
1938489,211871,728889
1938489,259694,1407656
1938489,259694,1131154
1949234,291557,1723929
1949234,291559,1816109
1954879,235130,1697950
1954879,342882,1948628
1961683,233397,1718195
1961683,277211,1775079
1961683,319263,1905298
1947070,226839,1684970
1959196,381529,1944830
1959196,381530,2000341
1974066,376294,1986257
1974066,394994,2018853
1974066,394995,2034508
1965170,306078,1298070
1965249,214273,1899655
1951987,386322,1733685
1958304,213951,1635015
1958304,278957,1807570
1958304,328664,1920200
1965504,307802,1795215
1965504,307803,1842204
1958860,240306,1814147
1958860,240308,1682344
1958860,261070,1763694
1958860,264615,1788602
1958860,265306,1763692
1970219,382516,898427
1970219,382518,1972748
1970219,382521,1577619
1970219,382529,1536140
