"FilingID","Accountant Name","Street 1","Street 2","City","State","Country","Postal Code","Registered PCAOB","PCAOB Number","PCAOB Inspection","Audit","Examination","Report","Unqualified Opinion"
2008141,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DRIVE, SUITE 103","","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
2008153,"KPMG","60 SOUTH STREET","TWO FINANCIAL CENTER","BOSTON","MA","United States","02111","Y",185,"Y","Y","N","N","Yes"
2008206,"YOUNT, HYDE & BARBOUR P.C.","9954 MAYLAND DRIVE","SUITE 2300","RICHMOND","VA","United States","23233-1469","Y",613,"Y","N","Y","N",""
2008212,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DRIVE","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
2007814,"FRANK, RIMERMAN & CO. LLP","ONE EMBARCADERO CENTER","SUITE 2410","SAN FRANCISCO","CA","United States","94111","Y",1596,"Y","Y","N","N","Not Yet Received"
2012968,"COHEN FUND AUDIT SERVICES","1350 EUCLID AVENUE","SUITE 800","CLEVELAND","OH","United States","44115","Y",925,"Y","N","Y","N",""
2013264,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DR.","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
2010356,"DELOITTE & TOUCHE LLP","100 SOUTH MILL AVENUE","SUITE 1800","TEMPE","AZ","United States","85281","Y",34,"Y","N","Y","N",""
2010413,"DELOITTE & TOUCHE LLP","100 SOUTH MILL AVENUE","SUITE 1800","TEMPE","AZ","United States","85281","Y",34,"Y","N","Y","N",""
2010359,"BPM LLP","2001 NORTH MAIN STREET","SUITE 360","WALNUT CREEK","CA","United States","94596","Y",207,"Y","N","Y","N",""
2011406,"COHEN & COMPANY","201 INTERNATIONAL CIRCLE","SUITE 400","HUNT VALLEY","MD","United States","21030","Y",925,"Y","N","Y","N",""
2011267,"ASHLAND PARTNERS","3152 EXCEL DRIVE","STE 103","MEDFORD","OR","United States","97504","Y",3783,"N","N","Y","N",""
2008971,"GBQ PARTNERS LLC","230 WEST STREET, SUITE 700","","COLUMBUS","OH","United States","43215","Y",1808,"Y","N","Y","N",""
2011366,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DRIVE","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
2010674,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DRIVE","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
2008551,"WEAVER AND TIDWELL, LLP","24 GREENWAY PLAZA","SUITE 1800","HOUSTON","TX","United States","77046","Y",410,"Y","N","Y","N",""
2009035,"PRICEWATERHOUSECOOPERS LLP","101 SEAPORT BOULEVARD","","BOSTON","MA","United States","02210","Y",238,"Y","Y","Y","N","Yes"
2008786,"RODEFER MOSS & CO, PLLC","608 MABRY HOOD RD","","KNOXVILLE","TN","United States","37932","Y",910,"Y","N","Y","N",""
2009099,"DELOITTE & TOUCHE LLP","30 ROCKEFELLER PLAZA","","NEW YORK","NY","United States","10112","Y",34,"Y","Y","Y","N","Yes"
2009081,"KPMG LLP","10 SOUTH BROADWAY","SUITE 900","SAINT LOUIS","MO","United States","63102-1736","Y",185,"Y","N","Y","Y","Yes"
2008902,"DELOITTE & TOUCHE, LLP","111 SOUTH WACKER","","CHICAGO","IL","United States","60606","Y",34,"Y","Y","Y","N","Yes"
2012704,"KPMG LLP","02 GODREJ BUSINESS DISTRICT, FIRST FLOOR BLOCK A","PIROJSHANAGAR, VIKHROLI - WEST","MUMBAI","","India","400 079","Y",185,"Y","N","N","Y","Not Yet Received"
2009820,"FORVIS","2700 POST OAK BLVD","SUITE 1500","HOUSTON","TX","United States","77056","Y",686,"Y","N","Y","Y","Yes"
2008255,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DRIVE","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"N","N","Y","N",""
2011412,"COHEN & COMPANY, LTD.","1350 EUCLID AVENUE","SUITE 800","CLEVELAND","OH","United States","44115","Y",925,"Y","N","Y","N",""
2013336,"KLR (KAHN, LITWIN, RENZA & CO., LTD)","800 SOUTH STREET","SUITE 300","WALTHAM","MA","United States","02453","Y",2882,"N","Y","N","Y","Yes"
2013336,"ANDERS MINKLER HUBER & HELM LLP","800 MARKET","SUITE 500","ST. LOUIS","MO","United States","63101","Y",2100,"Y","N","Y","N",""
2013383,"DELOITTE & TOUCHE LLP","695 TOWN CENTER DRIVE","SUITE 1000","COSTA MESA","CA","United States","92626","Y",34,"Y","Y","Y","N","Yes"
2013403,"PRICEWATERHOUSECOOPERS LLP","2001 ROSS AVE SUITE 1800","","DALLAS","TX","United States","75201","Y",238,"Y","N","Y","Y","Yes"
2006758,"KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154-0102","Y",185,"Y","Y","N","N","Yes"
2006758,"EISNERAMPER LLP","750 THIRD AVENUE","","NEW YORK","NY","United States","10017","Y",274,"Y","Y","N","N","Yes"
2013431,"PRICEWATERHOUSECOOPERS LLP","2001 ROSS AVE","SUITE 1800","DALLAS","TX","United States","75201","Y",238,"Y","N","Y","Y","Yes"
2013439,"BENNETT THRASHER LLP","3300 RIVERWOOD PARKWAY","SUITE 700","ATLANTA","GA","United States","30339","Y",4051,"Y","N","Y","N",""
2009840,"PRAGER METIS","32 ORANGE STREET","","ASHEVILLE","NC","United States","28801","N",,"","N","Y","N",""
2009551,"MAYER HOFFMAN MCCANN, P.C.","222 S. 9TH STREET","SUITE 1000","MINNEAPOLIS","MN","United States","55402","Y",199,"Y","N","Y","N",""
1982098,"PRICEWATERHOUSECOOPERS LLP","125 HIGH STREET","","BOSTON","MA","United States","02110","Y",238,"Y","Y","Y","Y","Yes"
1994944,"DELOITTE & TOUCHE LLP","30 ROCKEFELLER PLAZA","","NEW YORK","NY","United States","10112","Y",34,"Y","Y","Y","N","Yes"
2010007,"EISNERAMPER, LLP","ONE CALIFORNIA","SUITE 1700","SAN FRANCISCO","CA","United States","94111","Y",274,"Y","N","Y","N",""
2010007,"WEAVER AND TIDWELL, LLP","1230 ROSECRANS AVENUE","SUITE 510","MANHATTAN BEACH","CA","United States","90266","Y",410,"Y","Y","N","N","Yes"
2010007,"MARCUM LLP","777 S FIGUEROA ST","29TH FLOOR","LOS ANGELES","CA","United States","90017","Y",688,"Y","Y","N","N","Yes"
2012229,"ERNST & YOUNG LLP","300 FIRST STAMFORD PLACE","","STAMFORD","CT","United States","06902","Y",42,"Y","Y","N","N","Yes"
2012229,"ERNST & YOUNG LTD.","62 FORUM LANE","P.O. BOX 510","CAMAN BAY","","Cayman Islands","KY1-1106","Y",42,"Y","Y","N","N","Yes"
2013391,"RICHEY MAY","9780 S MERIDAN BLVD","","ENGLEWOOD","CO","United States","90112","Y",673,"Y","Y","N","N","Not Yet Received"
2013364,"FRANK RIMMERMAN + CO, LLP","60 SOUTH MARKET ST. STE 500","","SAN JOSE","CA","United States","95113","Y",1596,"Y","N","Y","N",""
2007715,"BDO LLP","55 BAKER STREET","","LONDON","","United Kingdom","W1U 7EU","Y",1295,"Y","Y","N","N","Yes"
2007715,"DELOITTE & TOUCHE LLP","111 S. WACKER DR.","SUITE 2100","CHICAGO","IL","United States","60606","Y",34,"Y","Y","N","N","Yes"
2004020,"SPICER JEFFRIES LLP","4601 DTC BOULEVARD, SUITE 700","","DENVER","CO","United States","80237","Y",349,"Y","Y","Y","Y","Not Yet Received"
2007382,"BDO USA, P.C.","200 PARK AVENUE","38TH FLOOR","NEW YORK","NY","United States","10166","Y",243,"Y","Y","N","N","Yes"
2006836,"ERNST & YOUNG LTD.","SUITE 6401","62 FORUM LANE, CAMANA BAY","PO BOX 510","","Cayman Islands","KY1-1106","Y",1655,"Y","Y","N","N","Yes"
2006836,"ERNST & YOUNG LLP","55 IVAN ALLEN JR. BLVD","SUITE 1000","ATLANTA","GA","United States","30308","Y",42,"Y","Y","N","N","Yes"
2006836,"PRICE WATERHOUSE COOPERS","18 FORUM LANE","CAMANA BAY, P.O. BOX 258","GRAND CAYMAN","","Cayman Islands","KY1-1104","Y",1266,"Y","Y","N","N","Yes"
2006836,"PRICE WATERHOUSE COOPERS","ONE SPENCER DOCK","NORTH WALL QUAY","DUBLIN 1","","Ireland","","Y",1366,"Y","Y","N","N","Yes"
2006836,"ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA","PRAIA DE BOTAFOGO, 370","","RIO DE JANEIRO","","Brazil","","Y",1448,"Y","N","N","Y","Yes"
2006836,"WITHUMSMITH+BROWN, PC","200 JEFFERSON PARK","SUITE 400","WHIPPANY","NJ","United States","07981","Y",100,"Y","Y","N","N","Yes"
2008214,"FORVIS MAZARS","ONE METROPOLITAN SQUARE 211 N. BROADWAY","SUITE 600","ST. LOUIS","MO","United States","63102","Y",686,"Y","Y","N","N","Not Yet Received"
2008440,"MARCUM LLP","730 THIRD AVE","730","NEW YORK","NY","United States","10017","Y",688,"Y","N","Y","N",""
2008440,"ASHLAND PARTNERS & COMPANY, LLP","3512 EXCEL DRIVE","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
2010921,"ERNST & YOUNG LLP","5 TIMES SQUARE","","NEW YORK","NY","United States","10036","Y",42,"Y","Y","Y","N","Yes"
2010921,"PRICEWATERHOUSECOOPERS","ONE SPENCER DOCK, NORTH WALL QUAY","","DUBLIN","","Ireland","","Y",1366,"Y","Y","N","N","Yes"
2010924,"RSM US LLP","1 S WACKE DRIVE","SUITE 800","CHICAGO","IL","United States","60606","Y",104,"Y","N","Y","N",""
2005906,"PRICEWATERHOUSECOOPERS","2121 N. PEARL STREET","STE 2000","DALLAS","TX","United States","75201","Y",238,"Y","Y","N","N","Yes"
2010801,"PRICEWATERHOUSE COOPERS LLP","300 MADISON AVE","","NEW YORK","NY","United States","10017","Y",238,"Y","Y","N","N","Yes"
2010801,"KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154","Y",185,"Y","Y","N","N","Yes"
2010801,"ERNST & YOUNG LLP","ONE MANHATTAN WEST, 395 9TH AVE","","NEW YORK","NY","United States","10001","Y",42,"Y","Y","N","N","Yes"
2010504,"KEITER, STEPHENS, HURST, GARY & SHREAVES, P.C.","4401 DOMINION BOULEVARD","","GLEN ALLEN","VA","United States","23060","Y",80,"Y","N","Y","N",""
2011005,"BDO LLP","55 BAKER STREET","","LONDON","","United Kingdom","W1U 7EU","Y",1295,"Y","Y","N","N","Yes"
2011005,"DELOITTE & TOUCHE LLP","111 S. WACKER DR.","SUITE 2100","CHICAGO","IL","United States","60606","Y",34,"Y","Y","N","N","Yes"
2011104,"COHEN AND COMPANY, LTD.","1350 EUCLID AVE.","SUITE 800","CLEVELAND","OH","United States","44115","Y",925,"Y","Y","Y","N","Yes"
2003593,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DRIVE","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
2004052,"PRICEWATERHOUSECOOPERS LLP","300 MADISON AVENUE","24TH FLOOR","NEW YORK","NY","United States","10017","Y",238,"Y","Y","N","N","Yes"
2004052,"ERNST & YOUNG","5 TIMES SQUARE","","NEW YORK","NY","United States","10036","Y",42,"Y","Y","N","N","Yes"
2007309,"FUTURES ACCOUNTING AND COMPLIANCE","2182 GLADSTONE CT","UNIT D","GLENDALE HEIGHTS","IL","United States","60139","N",,"","Y","N","N","No"
2007311,"ERNST & YOUNG LLP","5 TIMES SQUARE","","NEW YORK","NY","United States","10036","Y",42,"Y","Y","N","N","Yes"
2007352,"RSM US LLP","555 17TH STREET","SUITE 1200","DENVER","CO","United States","80202","Y",49,"Y","Y","Y","N","Yes"
2007352,"KPMG","1225 17TH STREET","SUITE 800","DENVER","CO","United States","80202-5598","Y",185,"Y","Y","N","N","Yes"
2006511,"BAKER NEWMAN & NOYES","280 FORE STREET","","PORTLAND","ME","United States","04101","Y",231,"Y","Y","Y","N","Not Yet Received"
2007102,"BDO LLP","55 BAKER STREET","","LONDON","","United Kingdom","W1U 7EU","Y",1295,"Y","Y","N","N","Yes"
2007102,"DELOITTE & TOUCHE LLP","111 S. WACKER DR.","SUITE 2100","CHICAGO","IL","United States","60606","Y",34,"Y","Y","N","N","Yes"
2005964,"ERNST & YOUNG LLP","725 SOUTH FIGUEROA","SUITE 200","LOS ANGELES","CA","United States","90017","Y",42,"Y","Y","N","N","Yes"
2004645,"ERNST & YOUNG LLP","560 MISSION ST. #1500","","SAN FRANCISCO","CA","United States","94105","Y",42,"Y","N","Y","Y","Yes"
1992775,"PRICEWATERHOUSECOOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017","Y",238,"Y","Y","N","N","Yes"
2007426,"WOLF & COMPANY, P.C.","255 STATE STREET","","BOSTON","MA","United States","02109","Y",392,"Y","N","N","Y","Yes"
2009663,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DR","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"N","N","Y","N",""
2009006,"DELOITTE TOUCHE TOHMATSU","35/F, ONE PACIFIC PLACE","88 QUEENSWAY","HONG KONG","","China","","Y",1104,"Y","Y","N","N","Yes"
2009740,"ERNST & YOUNG LLP","111 W. HOUSTON STREET","SUITE 1901","SAN ANTONIO","TX","United States","78205","Y",42,"Y","N","Y","N",""
2012206,"ERNST & YOUNG LLP","55 IVAN ALLEN JR BLVD","SUITE 1000","ALTANTA","GA","United States","30308","Y",42,"Y","N","N","Y","Yes"
2012211,"DELOITTE AG","38 GENERAL-GUISAN-QUAI","","ZURICH","","Switzerland","8022","Y",500420,"Y","N","Y","Y","Yes"
2012283,"ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DRIVE","SUITE 103","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
2012345,"GRAY GRAY & GRAY","150 ROYALL STREET","SUITE 102","CANTON","MA","United States","02021-1054","Y",899,"Y","Y","Y","Y","Not Yet Received"
2012438,"RSM US LLP","1 S WACKE DRIVE","SUITE 800","CHICAGO","IL","United States","60606","Y",104,"Y","N","Y","N",""
2010566,"WALTER & SHUFFAIN, P.C.","ONE INTERNATIONAL PLACE","SUITE 1010","BOSTON","MA","United States","02110","Y",5439,"N","N","Y","N",""
1992775,"PRICEWATERHOUSECOOPERS","P.O. BOX 258","STRATHVALE HOUSE","GEORGE TOWN","","Cayman Islands","KY1-1104","Y",1266,"Y","Y","N","N","Yes"
1987293,"PRICEWATERHOUSECOOPERS","300 MADISON AVE","7 CHURCH STREET","NEW YORK","NY","United States","10017","Y",1403,"Y","Y","Y","N","Yes"
1987293,"KPMG","LODHA EXCELUS, APOLLO MILLS COMPOUND","","MUMBAI","","India","400011","Y",2115,"Y","N","N","Y","Yes"
1987293,"DELOITTE & TOUCHE","EARSFORT TERRACE","","DUBLIN","","Ireland","2","Y",1193,"Y","Y","Y","N","Yes"
2007342,"PRICEWATERHOUSECOOPERS LLP","101 SEAPORT BLVD","","BOSTON","MA","United States","02210","Y",238,"Y","N","Y","Y","Not Yet Received"
2005829,"RSM","4 TIMES SQUARE","151 WEST 42ND STREET, 19TH FLOOR","NEW YORK","NY","United States","10036","Y",49,"Y","Y","N","N","Yes"
2005117,"CLARK SCHAEFER HACKETT CPAS","ONE EAST FOURTH ST. SUITE 1200","","CINCINNATI","OH","United States","45202","Y",539,"Y","Y","Y","N","Yes"
2012602,"PRICEWATERHOUSECOOPERS, LLP","300 MADISON AVE","","NEW YORK","NY","United States","10017-6204","Y",238,"Y","Y","N","N","Yes"
2012545,"BERKOW, SCHECHTER & COMPANY LLP","350 BEDFORD STREET","","STAMFORD","CT","United States","06901","Y",4040,"Y","N","Y","N",""
2012562,"MOSS ADAMS LLP","14555 DALLAS PARKWAY","SUITE 300","DALLAS","TX","United States","75254","Y",659,"Y","N","Y","N",""
2012602,"GRANT THORNTON LLP","757 THIRD AVENUE","9TH FLOOR","NEW YORK","NY","United States","10017","Y",248,"Y","Y","N","N","Yes"
2012749,"EISNERAMPER LLP","750 THIRD AVENUE","","NEW YORK","NY","United States","10017-2703","Y",274,"Y","Y","N","N","Yes"
2012749,"EISNERAMPER (CAYMAN) LTD.","CENTURY YARD, CRICKET SQUARE","171 ELGIN AVENUE, PO BOX 1782","GEORGE TOWN, GRAND CAYMAN","","Cayman Islands","KY1-1109","Y",274,"Y","Y","N","N","Yes"
2012749,"ERNST & YOUNG","300 FIRST STAMFORD PL","","STAMFORD","CT","United States","06902","Y",42,"Y","Y","N","N","Yes"
2012727,"KPMG","CENTURY YARD","CRICKET SQUARE","GEORGE TOWN","","Cayman Islands","","Y",1323,"Y","Y","N","N","Yes"
2012727,"KPMG ASSURANCE SERVICES","RUA DO PASSEIO, 38 - SETOR 2 - 17? ANDAR","ED. PASSEIO CORPORATE","RIO DE JANEIRO","","Brazil","","N",,"","Y","N","N","Yes"
2012727,"KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154-0102","Y",185,"Y","Y","N","N","Yes"
2009541,"PRICEWATERHOUSECOOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017","Y",238,"Y","N","N","Y","Yes"
2011589,"3783ASHLAND PARTNERS & COMPANY LLP","3512 EXCEL DRIVE","STE. 103","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
2011599,"DAVID LUNDGREN & CO.","505 N. MUR-LEN ROAD","","OLATHE","KS","United States","66062","Y",6075,"Y","N","Y","N",""
2011607,"PRICE WATERHOUSE COOPERS LLP","TWO COMMERCE SQUARE SUITE 1700","2001 MARKET STREET","PHILADELPHIA","PA","United States","19103","Y",238,"Y","N","Y","Y","Yes"
2011395,"RICHEY MAY","9780 S MERIDAN BLVD","","ENGLEWOOD","CO","United States","90112","Y",673,"Y","Y","N","N","Not Yet Received"
2011752,"BAKER TILLY US, LLP","50 FREMONT STREET","SUITE 4000","SAN FRANCISCO","CA","United States","94105","Y",402,"Y","N","Y","N",""
2011774,"ARMANINO LLP","44 MONTGOMERY ST.","SUITE 900","SAN FRANCISCO","CA","United States","94104","Y",32,"Y","N","Y","N",""
2005567,"ASA & ASSOCIATES LLP","AUROBINDO TOWER, 81/1","THIRD FLOOR,  ADCHINI, AUROBINDO MARG","NEW DELHI","","India","110017","Y",3083,"Y","N","Y","N",""
2009183,"ELLIOTT DAVIS","629 MARKET STREET","SUITE 100","CHATTANOOGA","TN","United States","37402","Y",149,"Y","N","Y","N",""
2009773,"PRICEWATERHOUSECOOPERS LLP","1 EMBANKMENT PLACE","","LONDON","","United Kingdom","WC2N 6RH","Y",876,"Y","Y","N","N","Yes"
2008565,"ARMANINO LLP","6 CITYPLACE DRIVE","SUITE 900","ST. LOUIS","MO","United States","63141","Y",32,"Y","N","Y","N",""
2010957,"KPMG LLP","15 CANADA SQUARE","","LONDON","","United Kingdom","E14 5GL","Y",1118,"Y","Y","N","N","Not Yet Received"
2010957,"RSM US LLP","151 W 42ND STREET","19TH FLOOR","NEW YORK","NY","United States","10036","Y",49,"Y","Y","N","N","Yes"
2007255,"ERNST & YOUNG","725 S. FIGUEROA STREET","SUITE 200","LOS ANGELES","CA","United States","90017","Y",42,"Y","Y","N","N","Yes"
2009773,"KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154","Y",185,"Y","Y","N","N","Yes"
2009773,"FORVIS MAZARS, LLP","135 W 50TH STREET","","NEW YORK","NY","United States","10020","Y",686,"Y","Y","N","N","Yes"
2009773,"PRICEWATERHOUSECOOPERS, SOCIETE COOPERATIVE","2 RUE GERHARD","B.P.1443","MERCATOR","","Luxembourg","L-1014","Y",1328,"Y","Y","N","N","Yes"
2011023,"COHNREZNICK LLP","14 SYLVAN WAY","3RD FLOOR","PARSIPPANY","NJ","United States","07054","Y",596,"Y","Y","N","N","Yes"
2010840,"PRAGER METIS CPAS, LLC","222 MOUNT AIRY ROAD","SUITE 100","BASKING RIDGE","NJ","United States","07920","Y",273,"Y","Y","N","N","Not Yet Received"
2012364,"PRICEWATERHOUSECOOPERS LLC","300 MADISON AVENUE","","NEW YORK","NY","United States","10017-6204","Y",238,"Y","Y","Y","Y","Yes"
2012465,"RSM US LLP","30 S. WACKER DRIVE","SUITE 330","CHICAGO","IL","United States","60006","Y",104,"Y","Y","N","N","Yes"
2010014,"ASHLAND PARTNERS","3512 EXCEL DR, SUITE 103","","MEDFORD","OR","United States","97504","Y",3783,"Y","N","Y","N",""
2009897,"COHNREZNICK LLP","1301 AVENUE OF THE AMERICAS","","NEW YORK","NY","United States","10019","Y",596,"Y","Y","N","N","Yes"
2013080,"KPMG LLP","200 E. RANDOLPH ST.","SUITE 5500","CHICAGO","IL","United States","60601-6436","Y",185,"Y","N","Y","N",""
2013169,"GRANT THORNTON","13-18 CITY QUAY","","DUBLIN","","Ireland","","Y",1402,"Y","Y","N","N","Not Yet Received"
2007213,"LUMSDEN & MCCORMICK","369 FRANKLIN STREET","","BUFFALO","NY","United States","14202","Y",130,"Y","N","Y","N",""
2007217,"ERNST & YOUNG LTD","BADENERSTRASSE 47,","","ZUERICH","","Switzerland","8022","Y",1406,"Y","N","Y","Y","Yes"
2007227,"PLANTE & MORAN PLLC","27400 NORTHWESTERN HWY","","SOUTHFIELD","MI","United States","48034","Y",166,"Y","N","Y","N",""
